system:index,LST_Day_1km,NDVI,NDVI_Landsat,NDVI_Sentinel,date,sm_surface,.geo
2022_11_01_48_0,15301,4058.1521739130435,0.19503741,0.24921349,2022-11-01,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44000866791028,23.05907171515174]}"
2022_11_01_49_0,15351,3917.4565217391305,0.18134107,0.22603312,2022-11-01,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54721681927775,23.149003774377753]}"
2022_11_01_50_0,15373,3558.586956521739,0.16028126,0.22996762,2022-11-01,0.1474005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.46424022687789,23.104037744764746]}"
2022_11_01_51_0,15408,1605.7608695652175,0.09303042,0.08974927,2022-11-01,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55722396462376,23.07705812699695]}"
2022_11_01_52_0,15386,1642.5434782608695,0.099375516,0.099185966,2022-11-01,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51848358838203,23.00511247961613]}"
2022_11_01_53_0,15375,4685.826086956522,0.21113905,0.304907,2022-11-01,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43079834592835,22.969139655925723]}"
2022_11_01_54_0,15462,1988.195652173913,0.11584745,0.14851323,2022-11-01,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62132063224091,22.960146450003116]}"
2022_11_01_55_0,15322,3662.586956521739,0.18624943,0.22567062,2022-11-01,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.5034989047508,23.06806492107434]}"
2022_11_01_56_0,15418,4134.869565217391,0.18820433,0.2257403,2022-11-01,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48471338705612,22.942160038157912]}"
2022_11_01_57_0,15420,3786.0434782608695,0.19071877,0.20675449,2022-11-01,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70904362188587,22.996119273693527]}"
2022_11_01_58_0,15401,1857.195652173913,0.10494688,0.104058795,2022-11-01,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53319115085024,22.996119273693527]}"
2022_11_01_59_0,15448,2066.8478260869565,0.11206241,0.14108674,2022-11-01,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61155365104148,22.960146450003116]}"
2022_11_01_60_0,15368,2072.913043478261,0.10697956,0.12405331,2022-11-01,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57217203987877,23.01410568553873]}"
2022_11_01_61_0,15340,4523.630434782609,0.21470164,0.28372294,2022-11-01,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39588366714953,23.086051332919542]}"
2022_11_01_62_0,15383,2275.9347826086955,0.12637812,0.18031228,2022-11-01,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51365198740183,22.996119273693527]}"
2022_11_01_63_0,15362,2502.3260869565215,0.12131354,0.16645005,2022-11-01,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55746869002323,23.023098891461334]}"
2022_11_01_64_0,15396,4726.630434782609,0.23221938,0.32230908,2022-11-01,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73329110213113,23.041085303306538]}"
2022_11_01_65_0,15309,4087.6739130434785,0.21192618,0.24190152,2022-11-01,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43516965354712,23.050078509229134]}"
2022_11_01_66_0,15344,4699.95652173913,0.23358162,0.32371864,2022-11-01,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49475878125196,22.906187214467504]}"
2022_11_01_67_0,15426,4310.826086956522,0.21376082,0.30583534,2022-11-01,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70882743893023,23.050078509229134]}"
2022_11_01_68_0,15423,1934.8260869565217,0.10870601,0.123151496,2022-11-01,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67465406364762,23.041085303306538]}"
2022_11_01_69_0,15347,4180.891304347826,0.20616838,0.2700607,2022-11-01,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59612028162677,23.149003774377753]}"
2022_11_01_70_0,15340,4302.673913043478,0.20878851,0.26950198,2022-11-01,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56339043254219,22.870214390777093]}"
2022_11_01_71_0,15361,3831.5434782608695,0.16698612,0.19079034,2022-11-01,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63045627768363,23.104037744764746]}"
2022_11_01_72_0,15373,4304.826086956522,0.19703089,0.3002092,2022-11-01,0.14687239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.46504893305007,22.960146450003116]}"
2022_11_01_73_0,15365,4514.847826086957,0.20531276,0.2813828,2022-11-01,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62690645084335,22.8612211848545]}"
2022_11_01_74_0,15444,2700.3260869565215,0.115022756,0.11673036,2022-11-01,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56693340986475,23.09504453884215]}"
2022_11_01_75_0,15328,4296.065217391304,0.2307803,0.3056536,2022-11-01,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48004058156793,22.915180420390108]}"
2022_11_01_76_0,15340,3747.0652173913045,0.18667878,0.24805263,2022-11-01,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52353263645254,22.97813286184832]}"
2022_11_01_77_0,15371,4301.782608695652,0.19441782,0.26294416,2022-11-01,0.14555219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56180596390314,23.19396980399077]}"
2022_11_01_78_0,15387,3912.021739130435,0.20367183,0.26849687,2022-11-01,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.5961609429242,23.131017362532557]}"
2022_11_01_79_0,15430,3555.195652173913,0.17194562,0.1742261,2022-11-01,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49357247113771,23.104037744764746]}"
2022_11_01_80_0,15360,4168.913043478261,0.21586141,0.2518874,2022-11-01,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6156507762283,23.166990186222957]}"
2022_11_01_81_0,15335,3917.2391304347825,0.20544393,0.2630335,2022-11-01,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51882941429636,22.951153244080515]}"
2022_11_01_82_0,15323,4424.95652173913,0.19084544,0.23070587,2022-11-01,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.66456080552402,23.166990186222957]}"
2022_11_01_83_0,15368,4599.0,0.19932263,0.25959218,2022-11-01,0.1474005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.46410922974349,23.140010568455157]}"
2022_11_01_84_0,15397,4032.4565217391305,0.17699854,0.21440303,2022-11-01,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63613932901613,22.93316683223531]}"
2022_11_01_85_0,15356,5161.326086956522,0.23283799,0.3609877,2022-11-01,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42560878062038,23.01410568553873]}"
2022_11_01_86_0,15372,3787.1521739130435,0.17205745,0.19764419,2022-11-01,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.66060993251861,22.924173626312708]}"
2022_11_01_87_0,15375,4476.739130434783,0.21569647,0.28087452,2022-11-01,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.66555160167395,22.915180420390108]}"
2022_11_01_88_0,15399,4719.673913043478,0.24655373,0.32218808,2022-11-01,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71841801271448,23.122024156609953]}"
2022_11_01_89_0,15396,4352.95652173913,0.19755375,0.27001178,2022-11-01,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43093242732247,22.951153244080515]}"
2022_11_01_90_0,15440,3337.2608695652175,0.170968,0.19429076,2022-11-01,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50328606593749,23.122024156609953]}"
2022_11_01_91_0,15390,3368.5,0.16154917,0.23783647,2022-11-01,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.64023369243694,23.104037744764746]}"
2022_11_01_92_0,15408,4685.021739130435,0.21630538,0.27489948,2022-11-01,0.14814435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.69990700819625,22.8882008026223]}"
2022_11_01_93_0,15416,2291.1521739130435,0.12981167,0.1474597,2022-11-01,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56201437441068,23.104037744764746]}"
2022_11_01_94_0,15361,4520.673913043478,0.23608762,0.27597165,2022-11-01,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.5471437906541,23.18497659806816]}"
2022_11_01_95_0,15359,2834.3260869565215,0.14422625,0.11303588,2022-11-01,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39159564323559,22.987126067770927]}"
2022_11_01_96_0,15350,4315.217391304348,0.21561123,0.26790187,2022-11-01,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63638857194667,22.897194008544908]}"
2022_11_01_97_0,15394,1868.108695652174,0.08311638,0.093130335,2022-11-01,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53282330023539,23.06806492107434]}"
2022_11_01_98_0,15223,5740.521739130435,0.2474661,0.3798345,2022-11-01,0.14798085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42498908466838,23.140010568455157]}"
2022_11_01_99_0,15431,2806.3478260869565,0.14219804,0.13649979,2022-11-01,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67965176333489,23.01410568553873]}"
2022_11_01_100_0,15366,2533.695652173913,0.116752654,0.14554787,2022-11-01,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55737998668064,23.041085303306538]}"
2022_11_01_101_0,15368,2564.5434782608695,0.12310559,0.1383943,2022-11-01,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59154553090889,23.050078509229134]}"
2022_11_01_102_0,15376,3392.913043478261,0.17627564,0.20482866,2022-11-01,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57754912357778,22.93316683223531]}"
2022_11_01_103_0,15415,1963.304347826087,0.10905702,0.112314776,2022-11-01,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55230136262688,23.086051332919542]}"
2022_11_01_104_0,15409,2837.6521739130435,0.14278567,0.18638553,2022-11-01,0.14755335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.65535678299393,22.987126067770927]}"
2022_11_01_105_0,15338,4455.434782608696,0.21064775,0.27563146,2022-11-01,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51300941108737,23.140010568455157]}"
